Strain,Value,Country
HCOV-19_BELGIUM_20200322_EPI_ISL_418648,0.64367487406916,Hong Kong
HCOV-19_FRANCE_20200304_EPI_ISL_416752,0.644214948087233,Hong Kong
HCOV-19_PORTUGAL_20200317_EPI_ISL_418024,0.644342918992512,Hong Kong
HCOV-19_FRANCE_20200305_EPI_ISL_415651,0.644424186340137,Hong Kong
HCOV-19_FRANCE_20200304_EPI_ISL_416747,0.64461337434126,Hong Kong
HCOV-19_BELGIUM_20200316_EPI_ISL_418632,0.645018866276893,Hong Kong
HCOV-19_FRANCE_20200322_EPI_ISL_419180,0.646009203387625,Hong Kong
HCOV-19_USA_20200317_EPI_ISL_417515,0.646569890953892,Hong Kong
HCOV-19_USA_20200321_EPI_ISL_417202,0.64682890705803,Hong Kong
HCOV-19_FRANCE_20200309_EPI_ISL_415654,0.647533321017765,Hong Kong
HCOV-19_FRANCE_20200305_EPI_ISL_418223,0.647558100185149,Hong Kong
HCOV-19_FRANCE_20200308_EPI_ISL_418225,0.648065107416124,Hong Kong
HCOV-19_USA_20200313_EPI_ISL_417517,0.648323051942823,Hungary
HCOV-19_FINLAND_20200313_EPI_ISL_418390,0.649178167974769,Hungary
HCOV-19_FRANCE_20200304_EPI_ISL_414632,0.653076788899114,Hungary
HCOV-19_AUSTRALIA_20200317_EPI_ISL_417411,0.654233847446285,Iceland
HCOV-19_FRANCE_20200316_EPI_ISL_418238,0.65438090472561,Iceland
HCOV-19_ENGLAND_20200317_EPI_ISL_418701,0.655397634565815,Iceland
HCOV-19_FRANCE_20200229_EPI_ISL_414626,0.657049361093713,Iceland
HCOV-19_FRANCE_20200312_EPI_ISL_418227,0.657589174411594,Iceland
HCOV-19_USA_20200317_EPI_ISL_418978,0.660753899696666,Iceland
HCOV-19_CANADA_20200311_EPI_ISL_418347,0.660909432873051,Iceland
HCOV-19_CANADA_20200309_EPI_ISL_418353,0.661884722962796,Iceland
HCOV-19_CANADA_20200307_EPI_ISL_418346,0.662421533805379,Iceland
HCOV-19_SLOVAKIA_20200306_EPI_ISL_417879,0.662455515655661,Iceland
HCOV-19_FRANCE_20200315_EPI_ISL_418232,0.662755930601775,Iceland
HCOV-19_FRANCE_20200322_EPI_ISL_419181,0.662856319180181,Iceland
HCOV-19_FRANCE_20200316_EPI_ISL_418416,0.66341393836033,Iceland
HCOV-19_FRANCE_20200322_EPI_ISL_419177,0.663881839636486,Iceland
HCOV-19_FRANCE_20200312_EPI_ISL_418229,0.665401576405796,Iceland
HCOV-19_FRANCE_20200315_EPI_ISL_418233,0.665830326963892,Iceland
HCOV-19_FRANCE_20200304_EPI_ISL_414638,0.666219362280092,Iceland
HCOV-19_FRANCE_20200310_EPI_ISL_416497,0.666989676027973,Iceland
HCOV-19_USA_20200324_EPI_ISL_418919,0.667236329713196,Iceland
HCOV-19_USA_20200323_EPI_ISL_418188,0.668317292740511,Iceland
HCOV-19_FRANCE_20200307_EPI_ISL_416511,0.668553198237294,Iceland
HCOV-19_FRANCE_20200322_EPI_ISL_419183,0.668620036694242,Iceland
HCOV-19_ICELAND_20200312_EPI_ISL_417787,0.668765366774366,Iceland
HCOV-19_FRANCE_20200321_EPI_ISL_419176,0.668967010752439,Iceland
HCOV-19_FRANCE_20200304_EPI_ISL_416748,0.669096316618257,Iceland
HCOV-19_USA_20200313_EPI_ISL_418039,0.670221100960869,Iceland
HCOV-19_FRANCE_20200307_EPI_ISL_417340,0.670666811177548,Iceland
HCOV-19_ICELAND_20200314_EPI_ISL_417665,0.670953020248843,Iceland
HCOV-19_USA_20200316_EPI_ISL_418192,0.670963113909205,Iceland
HCOV-19_USA_20200317_EPI_ISL_418204,0.672644782585196,Iceland
HCOV-19_AUSTRALIA_20200319_EPI_ISL_418807,0.672708086097282,Iceland
HCOV-19_ICELAND_20200309_EPI_ISL_417866,0.672825864988947,Iceland
HCOV-19_FRANCE_20200320_EPI_ISL_419174,0.674444747740042,Iceland
HCOV-19_USA_20200317_EPI_ISL_418198,0.674520365119078,Iceland
HCOV-19_USA_20200315_EPI_ISL_418197,0.676691400794281,Iceland
HCOV-19_USA_20200310_EPI_ISL_416660,0.676945413570796,Iceland
HCOV-19_USA_20200317_EPI_ISL_418972,0.677476243238981,Iceland
HCOV-19_USA_20200317_EPI_ISL_418193,0.678445847831498,Iceland
HCOV-19_USA_20200324_EPI_ISL_418915,0.682301280854259,Iceland
HCOV-19_USA_20200318_EPI_ISL_418184,0.682737399597437,Iceland
HCOV-19_ENGLAND_20200317_EPI_ISL_418690,0.682752791783908,Iceland
HCOV-19_USA_20200315_EPI_ISL_418076,0.682884115504389,Iceland
HCOV-19_FRANCE_20200310_EPI_ISL_416495,0.684048956082873,Iceland
HCOV-19_USA_20200311_EPI_ISL_416678,0.684247026428257,Iceland
HCOV-19_ICELAND_20200311_EPI_ISL_417779,0.684613916745781,Iceland
HCOV-19_ICELAND_20200312_EPI_ISL_417735,0.684996851044696,Iceland
HCOV-19_ICELAND_20200307_EPI_ISL_417855,0.685089169022783,Iceland
HCOV-19_PORTUGAL_20200315_EPI_ISL_418022,0.685744360038766,Iceland
HCOV-19_FRANCE_20200221_EPI_ISL_418218,0.686844137046403,Iceland
HCOV-19_ICELAND_20200316_EPI_ISL_417742,0.686884242197914,Iceland
HCOV-19_FRANCE_20200303_EPI_ISL_416506,0.687637109603043,Iceland
HCOV-19_USA_20200311_EPI_ISL_416642,0.687660077746264,Iceland
HCOV-19_USA_20200315_EPI_ISL_416491,0.687921100678454,Iceland
HCOV-19_USA_20200315_EPI_ISL_416492,0.688311099935783,Iceland
HCOV-19_FRANCE_20200302_EPI_ISL_414627,0.688355156533762,Iceland
HCOV-19_ICELAND_20200310_EPI_ISL_417761,0.688692750476799,Iceland
HCOV-19_ICELAND_20200311_EPI_ISL_417748,0.688817993411377,Iceland
HCOV-19_FINLAND_20200313_EPI_ISL_418386,0.688985456447907,Iceland
HCOV-19_ICELAND_20200314_EPI_ISL_417725,0.689674116902257,Iceland
HCOV-19_USA_20200321_EPI_ISL_417204,0.690242805027806,Iceland
HCOV-19_FRANCE_20200302_EPI_ISL_416505,0.690643506678888,Iceland
HCOV-19_FRANCE_20200228_EPI_ISL_418220,0.691343528857456,Iceland
HCOV-19_ICELAND_20200316_EPI_ISL_417833,0.69152590897398,Iceland
HCOV-19_BELGIUM_20200314_EPI_ISL_418631,0.692243187313552,Iceland
HCOV-19_USA_20200315_EPI_ISL_417516,0.69254704360492,Iceland
HCOV-19_ICELAND_20200311_EPI_ISL_417722,0.694479428153456,Iceland
HCOV-19_USA_20200312_EPI_ISL_417352,0.694860597835081,Iceland
HCOV-19_ICELAND_20200304_EPI_ISL_417715,0.695136459132293,Iceland
HCOV-19_ICELAND_20200315_EPI_ISL_417700,0.696111894572423,Iceland
HCOV-19_ICELAND_20200310_EPI_ISL_417872,0.696806783899537,Iceland
HCOV-19_FRANCE_20200312_EPI_ISL_418228,0.697506785217799,Iceland
HCOV-19_NETHERLANDS_20200313_EPI_ISL_415487,0.697524498860337,Iceland
HCOV-19_CANADA_20200313_EPI_ISL_418814,0.698892637722101,Iceland
HCOV-19_USA_20200313_EPI_ISL_417492,0.699205455668166,Iceland
HCOV-19_BELGIUM_20200315_EPI_ISL_417020,0.700830501986954,Iceland
HCOV-19_FRANCE_20200302_EPI_ISL_415650,0.700908319446403,Iceland
HCOV-19_FRANCE_20200310_EPI_ISL_416496,0.701441721615972,Iceland
HCOV-19_FRANCE_20200226_EPI_ISL_416502,0.701886679892538,Iceland
HCOV-19_ICELAND_20200316_EPI_ISL_417832,0.702236655940214,Iceland
HCOV-19_ICELAND_20200306_EPI_ISL_417731,0.703284968416264,Iceland
HCOV-19_ICELAND_20200302_EPI_ISL_417693,0.70380675493628,Iceland
HCOV-19_ICELAND_20200306_EPI_ISL_417853,0.704024316832735,Iceland
HCOV-19_FRANCE_20200306_EPI_ISL_416510,0.704134629982135,Iceland
HCOV-19_USA_20200317_EPI_ISL_418974,0.705833915158917,Iceland
HCOV-19_ICELAND_20200304_EPI_ISL_417846,0.707112636665576,Iceland
HCOV-19_USA_20200314_EPI_ISL_418196,0.707583650675304,Iceland
HCOV-19_USA_20200317_EPI_ISL_418203,0.707738116257172,Iceland
HCOV-19_ICELAND_20200312_EPI_ISL_417784,0.707814194435448,Iceland
HCOV-19_FRANCE_20200322_EPI_ISL_419188,0.70811251043293,Iceland
HCOV-19_FRANCE_20200316_EPI_ISL_418236,0.708332586426288,Iceland
HCOV-19_USA_20200324_EPI_ISL_418895,0.709782197918904,Iceland
HCOV-19_USA_20200318_EPI_ISL_417939,0.71000802931025,Iceland
HCOV-19_FRANCE_20200307_EPI_ISL_417338,0.71067122286698,Iceland
HCOV-19_ICELAND_20200303_EPI_ISL_417773,0.712814579774935,Iceland
HCOV-19_FINLAND_20200308_EPI_ISL_414642,0.715159442917138,Iceland
HCOV-19_USA_20200318_EPI_ISL_417935,0.715912791929457,Iceland
HCOV-19_ICELAND_20200307_EPI_ISL_417705,0.717074949332026,Iceland
HCOV-19_BELGIUM_20200229_EPI_ISL_415159,0.717161584279365,Iceland
HCOV-19_NETHERLANDS_20200301_EPI_ISL_413572,0.718563928662937,Iceland
HCOV-19_FRANCE_20200305_EPI_ISL_415649,0.718778098950405,Iceland
HCOV-19_FRANCE_20200306_EPI_ISL_416753,0.719232301595483,Iceland
HCOV-19_FRANCE_20200321_EPI_ISL_419175,0.719894316247124,Iceland
HCOV-19_USA_20200313_EPI_ISL_417497,0.720529232176972,Iceland
HCOV-19_USA_20200315_EPI_ISL_417505,0.720678493714215,Iceland
HCOV-19_USA_20200314_EPI_ISL_418964,0.720680275506851,Iceland
HCOV-19_CANADA_20200311_EPI_ISL_418352,0.721829811152833,Iceland
HCOV-19_CANADA_20200312_EPI_ISL_418356,0.722270101997068,Iceland
HCOV-19_CANADA_20200311_EPI_ISL_418374,0.722396747618943,Iceland
HCOV-19_CANADA_20200308_EPI_ISL_418348,0.723268811048533,Iceland
HCOV-19_CANADA_20200312_EPI_ISL_418351,0.723516536842501,Iceland
HCOV-19_ICELAND_20200316_EPI_ISL_417830,0.72384682411254,Iceland
HCOV-19_ICELAND_20200317_EPI_ISL_417598,0.725064533108319,Iceland
HCOV-19_USA_20200314_EPI_ISL_416523,0.725207218248661,Iceland
HCOV-19_LUXEMBOURG_20200318_EPI_ISL_417531,0.725422581385113,Iceland
HCOV-19_BELGIUM_20200305_EPI_ISL_418798,0.726790782663656,Iceland
HCOV-19_LUXEMBOURG_20200318_EPI_ISL_417532,0.726798149598383,Iceland
HCOV-19_ICELAND_20200318_EPI_ISL_417629,0.727261306211357,Iceland
HCOV-19_ICELAND_20200313_EPI_ISL_417806,0.729532481974012,Iceland
HCOV-19_ICELAND_20200316_EPI_ISL_417752,0.730135443715654,Iceland
HCOV-19_FRANCE_20200317_EPI_ISL_418420,0.732295215271357,Iceland
HCOV-19_CANADA_20200320_EPI_ISL_418350,0.732312342266626,Iceland
HCOV-19_FRANCE_20200309_EPI_ISL_418226,0.732725392818395,Iceland
HCOV-19_FRANCE_20200303_EPI_ISL_414630,0.733648512714445,Iceland
HCOV-19_FRANCE_20200316_EPI_ISL_418237,0.734371322924851,Iceland
HCOV-19_FRANCE_20200311_EPI_ISL_416498,0.734708669355599,Iceland
HCOV-19_ALGERIA_20200308_EPI_ISL_418242,0.736085301230593,Iceland
HCOV-19_ALGERIA_20200302_EPI_ISL_418241,0.736113640654294,Iceland
HCOV-19_FRANCE_20200226_EPI_ISL_414625,0.73625214140608,Iceland
HCOV-19_FRANCE_20200307_EPI_ISL_416512,0.736418056024677,Iceland
HCOV-19_FRANCE_20200306_EPI_ISL_416509,0.73642858275808,Iceland
HCOV-19_USA_20200313_EPI_ISL_417330,0.73800072567519,Iceland
HCOV-19_ICELAND_20200304_EPI_ISL_417677,0.738375322161703,Iceland
HCOV-19_USA_20200311_EPI_ISL_418967,0.738972934145255,Iceland
HCOV-19_NETHERLANDS_20200308_EPI_ISL_415481,0.739567786696666,Iceland
HCOV-19_DENMARK_20200303_EPI_ISL_415648,0.73970538826149,Iceland
HCOV-19_ICELAND_20200317_EPI_ISL_417555,0.739860796924637,Iceland
HCOV-19_GEORGIA_20200314_EPI_ISL_416478,0.740353360984211,Iceland
HCOV-19_USA_20200321_EPI_ISL_418893,0.742077495672989,Iceland
HCOV-19_USA_20200319_EPI_ISL_417971,0.742352404148604,Iceland
HCOV-19_USA_20200318_EPI_ISL_417932,0.742703881896715,Iceland
HCOV-19_USA_20200324_EPI_ISL_418933,0.742915108512688,Iceland
HCOV-19_USA_20200316_EPI_ISL_418054,0.743691582424292,Iceland
HCOV-19_USA_20200310_EPI_ISL_416438,0.744155140869705,Iceland
HCOV-19_USA_20200324_EPI_ISL_418900,0.744965133281127,Iceland
HCOV-19_USA_20200316_EPI_ISL_418053,0.74543148266059,Iceland
HCOV-19_USA_20200315_EPI_ISL_418067,0.74578921611062,Iceland
HCOV-19_USA_20200323_EPI_ISL_418953,0.74769269237524,Iceland
HCOV-19_USA_20200314_EPI_ISL_417454,0.748392396744033,Iceland
HCOV-19_USA_20200313_EPI_ISL_417373,0.748711183043108,Iceland
HCOV-19_USA_20200311_EPI_ISL_416674,0.749546269421665,Iceland
HCOV-19_USA_20200314_EPI_ISL_417452,0.749806141334398,Iceland
HCOV-19_USA_20200313_EPI_ISL_418036,0.750247897848293,Iceland
HCOV-19_USA_20200315_EPI_ISL_417376,0.750787886346143,Iceland
HCOV-19_USA_20200314_EPI_ISL_418044,0.752207078848813,Iceland
HCOV-19_USA_20200323_EPI_ISL_418954,0.752593196416218,Iceland
HCOV-19_FRANCE_20200308_EPI_ISL_418224,0.752639766372758,Iceland
HCOV-19_USA_20200313_EPI_ISL_418028,0.752654612102422,Iceland
HCOV-19_USA_20200315_EPI_ISL_418072,0.753142455508169,Iceland
HCOV-19_USA_20200316_EPI_ISL_418037,0.753838163729568,Iceland
HCOV-19_CANADA_20200311_EPI_ISL_418845,0.753838902438832,Iceland
HCOV-19_USA_20200313_EPI_ISL_417345,0.754169942339907,Iceland
HCOV-19_USA_20200312_EPI_ISL_416661,0.754253772479268,Iceland
HCOV-19_USA_20200313_EPI_ISL_418042,0.754638724956955,Iceland
HCOV-19_USA_20200324_EPI_ISL_418902,0.75465042934543,Iceland
HCOV-19_CANADA_20200312_EPI_ISL_418838,0.755556076380419,Iceland
HCOV-19_USA_20200313_EPI_ISL_418051,0.755953569884111,Iceland
HCOV-19_USA_20200313_EPI_ISL_418049,0.756618933290134,Iceland
HCOV-19_USA_202003_EPI_ISL_418925,0.756746814449977,Iceland
HCOV-19_USA_20200324_EPI_ISL_418920,0.758682901337563,Iceland
HCOV-19_SLOVAKIA_20200307_EPI_ISL_417878,0.759044963488075,Iceland
HCOV-19_USA_20200313_EPI_ISL_418057,0.760428373261109,Iceland
HCOV-19_USA_20200314_EPI_ISL_417359,0.761127547416702,Iceland
HCOV-19_USA_20200313_EPI_ISL_416699,0.762338383021811,Iceland
HCOV-19_USA_20200323_EPI_ISL_418951,0.762365768100565,Iceland
HCOV-19_USA_20200315_EPI_ISL_417379,0.762564899772509,Iceland
HCOV-19_USA_20200324_EPI_ISL_418875,0.763052893092643,Iceland
HCOV-19_USA_20200313_EPI_ISL_416716,0.763293090717546,Iceland
HCOV-19_USA_20200310_EPI_ISL_415597,0.763497682420259,Iceland
HCOV-19_USA_20200315_EPI_ISL_418073,0.766975431350728,Iceland
HCOV-19_USA_20200324_EPI_ISL_418929,0.768153767084968,Iceland
HCOV-19_USA_20200313_EPI_ISL_416729,0.768785579351613,Iceland
HCOV-19_USA_20200315_EPI_ISL_417382,0.76880627134404,Iceland
HCOV-19_USA_20200324_EPI_ISL_418932,0.769298196979941,Iceland
HCOV-19_USA_20200311_EPI_ISL_416648,0.770277446932917,Iceland
HCOV-19_USA_20200313_EPI_ISL_417342,0.770848112094881,Iceland
HCOV-19_USA_20200324_EPI_ISL_418923,0.771274650800734,Iceland
HCOV-19_USA_20200324_EPI_ISL_418924,0.77213728341983,Iceland
HCOV-19_USA_20200313_EPI_ISL_416725,0.77277518333623,Iceland
HCOV-19_USA_20200311_EPI_ISL_416653,0.773455482780263,Iceland
HCOV-19_USA_20200313_EPI_ISL_416698,0.77363148756325,Iceland
HCOV-19_USA_20200314_EPI_ISL_416707,0.773695582656249,Iceland
HCOV-19_USA_20200313_EPI_ISL_416724,0.773725757208394,Iceland
HCOV-19_USA_20200315_EPI_ISL_418081,0.774144389701108,Iceland
HCOV-19_USA_20200313_EPI_ISL_416691,0.776251709885546,Iceland
HCOV-19_USA_20200310_EPI_ISL_416434,0.776533905596502,Iceland
HCOV-19_ICELAND_20200311_EPI_ISL_417690,0.77737375666207,Iceland
HCOV-19_USA_20200312_EPI_ISL_416693,0.778895367979501,Iceland
HCOV-19_USA_20200322_EPI_ISL_418880,0.779359502932103,Iceland
HCOV-19_USA_20200318_EPI_ISL_417937,0.779524132118579,Iceland
HCOV-19_USA_20200313_EPI_ISL_417499,0.779540324610667,Iceland
HCOV-19_USA_20200324_EPI_ISL_418918,0.780503820697616,Iceland
HCOV-19_CANADA_20200312_EPI_ISL_418359,0.781297881493151,Iceland
HCOV-19_USA_20200317_EPI_ISL_418199,0.782584791761242,Iceland
HCOV-19_USA_20200317_EPI_ISL_418973,0.782589829471819,Iceland
HCOV-19_NANCHANG_20200323_EPI_ISL_417420,0.782830946906523,Iceland
HCOV-19_USA_20200317_EPI_ISL_418976,0.783020044587032,Iceland
HCOV-19_USA_20200319_EPI_ISL_417976,0.784870389683988,Iceland
HCOV-19_FRANCE_20200304_EPI_ISL_414635,0.786231225513788,Iceland
HCOV-19_USA_20200316_EPI_ISL_416830,0.787807351265779,Iceland
HCOV-19_USA_20200313_EPI_ISL_415544,0.788123016344789,Iceland
HCOV-19_USA_20200312_EPI_ISL_416671,0.788793241524649,Iceland
HCOV-19_CANADA_20200229_EPI_ISL_418345,0.789123770201281,Iceland
HCOV-19_CANADA_20200310_EPI_ISL_418836,0.789330955299085,Iceland
HCOV-19_BELGIUM_20200322_EPI_ISL_418650,0.789404374013901,Iceland
HCOV-19_BELGIUM_20200314_EPI_ISL_417018,0.789405038368724,Iceland
HCOV-19_CANADA_20200311_EPI_ISL_418835,0.79038693060383,Iceland
HCOV-19_CANADA_20200311_EPI_ISL_418831,0.790721940726352,Iceland
HCOV-19_USA_20200316_EPI_ISL_417513,0.79094046131289,Iceland
HCOV-19_USA_20200316_EPI_ISL_417508,0.791080360367826,Iceland
HCOV-19_JAPAN_20200310_EPI_ISL_419297,0.791642082568158,Iceland
HCOV-19_USA_20200309_EPI_ISL_419261,0.79179124634921,Iceland
HCOV-19_CANADA_20200309_EPI_ISL_418810,0.791953894855292,Iceland
HCOV-19_JAPAN_20200309_EPI_ISL_419299,0.793989464374378,Iceland
HCOV-19_JAPAN_20200320_EPI_ISL_419300,0.794223887362051,Iceland
HCOV-19_PORTUGAL_20200313_EPI_ISL_418006,0.794355102602144,Iceland
HCOV-19_USA_20200316_EPI_ISL_416831,0.795268206659475,Iceland
HCOV-19_USA_20200313_EPI_ISL_417372,0.796584413498844,Iceland
HCOV-19_TAIWAN_20200302_EPI_ISL_413592,0.796929124340311,Iceland
HCOV-19_SAUDIARABIA_20200310_EPI_ISL_416522,0.797068767123846,Iceland
HCOV-19_FINLAND_20200314_EPI_ISL_418401,0.797236140761692,Iceland
HCOV-19_FINLAND_20200314_EPI_ISL_418404,0.797400564531158,Iceland
HCOV-19_FINLAND_20200313_EPI_ISL_418395,0.79742885232466,Iceland
HCOV-19_FINLAND_20200313_EPI_ISL_418392,0.797461970369638,Iceland
HCOV-19_FINLAND_20200314_EPI_ISL_418406,0.797523808610841,Iceland
HCOV-19_USA_20200324_EPI_ISL_418898,0.79832383798072,Iceland
HCOV-19_USA_20200308_EPI_ISL_419260,0.798365541711483,Iceland
HCOV-19_FRANCE_20200322_EPI_ISL_419184,0.798647014352353,Iceland
HCOV-19_FRANCE_20200317_EPI_ISL_419168,0.800396849609665,Iceland
HCOV-19_FRANCE_20200315_EPI_ISL_418413,0.801986405214464,Iceland
HCOV-19_FRANCE_20200226_EPI_ISL_418219,0.802740702162951,Iceland
HCOV-19_FRANCE_20200321_EPI_ISL_419172,0.803826675084804,Iceland
HCOV-19_FRANCE_20200321_EPI_ISL_419171,0.804266910890956,Iceland
HCOV-19_FRANCE_20200308_EPI_ISL_416758,0.804349485063737,Iceland
HCOV-19_FRANCE_20200321_EPI_ISL_419169,0.805100479969385,Iceland
HCOV-19_FRANCE_20200318_EPI_ISL_418429,0.805588954132309,Iceland
HCOV-19_FRANCE_20200322_EPI_ISL_419179,0.806495796577317,Iceland
HCOV-19_FRANCE_20200318_EPI_ISL_418430,0.806656449371937,Iceland
HCOV-19_FRANCE_20200321_EPI_ISL_419173,0.806866672879989,Iceland
HCOV-19_FRANCE_20200306_EPI_ISL_417336,0.807255518087,Iceland
HCOV-19_FRANCE_20200317_EPI_ISL_418425,0.80739813238641,Iceland
HCOV-19_RUSSIA_20200315_EPI_ISL_415710,0.807751328248846,Iceland
HCOV-19_WUHAN_20191230_EPI_ISL_402121,0.808171796459495,Iceland
HCOV-19_USA_20200217_EPI_ISL_413612,0.809763721147521,Iceland
HCOV-19_USA_20200221_EPI_ISL_413611,0.810051970373919,Iceland
HCOV-19_JAPAN_20200215_EPI_ISL_416584,0.811689032719575,Iceland
HCOV-19_JAPAN_20200215_EPI_ISL_416567,0.813207842555889,Iceland
HCOV-19_JAPAN_20200216_EPI_ISL_416599,0.81322656033811,Iceland
HCOV-19_CHINA_20200102_EPI_ISL_406716,0.8134825485465,Iceland
HCOV-19_WUHAN_20200101_EPI_ISL_403928,0.813685312976787,Iceland
HCOV-19_USA_20200217_EPI_ISL_413606,0.814690157411277,Iceland
HCOV-19_USA_20200217_EPI_ISL_414483,0.815142294934943,Iceland
HCOV-19_NEPAL_20200113_EPI_ISL_410301,0.815292719428297,Iceland
HCOV-19_USA_20200129_EPI_ISL_409067,0.81532768455366,Iceland
HCOV-19_WUHAN_20191230_EPI_ISL_403931,0.815460070788434,Iceland
HCOV-19_CHINA_202001_EPI_ISL_413694,0.815694882618128,Iceland
HCOV-19_CHINA_202001_EPI_ISL_413692,0.81586120180075,Iceland
HCOV-19_JAPAN_20200123_EPI_ISL_410532,0.816884026465347,Iceland
HCOV-19_NONTHABURI_20200113_EPI_ISL_403963,0.817331913731574,Iceland
HCOV-19_WUHAN_20200101_EPI_ISL_406800,0.817847758014271,Iceland
HCOV-19_ZHEJIANG_20200117_EPI_ISL_404228,0.818115563334099,Iceland
HCOV-19_TAIWAN_20200125_EPI_ISL_411915,0.819119683549264,Iceland
HCOV-19_SHANGHAI_20200201_EPI_ISL_416370,0.819276361706133,Iceland
HCOV-19_WUHAN_20191230_EPI_ISL_402129,0.819864545659097,Iceland
HCOV-19_HONGKONG_20200217_EPI_ISL_419228,0.820597628693574,Iceland
HCOV-19_SHANGHAI_20200202_EPI_ISL_416362,0.820668720265454,Iceland
HCOV-19_USA_20200218_EPI_ISL_413607,0.820695142921131,Iceland
HCOV-19_USA_20200221_EPI_ISL_414480,0.821118449428954,Iceland
HCOV-19_JAPAN_20200215_EPI_ISL_416570,0.821249140290869,Iceland
HCOV-19_USA_20200218_EPI_ISL_414482,0.822717516073753,Iceland
HCOV-19_JAPAN_20200216_EPI_ISL_416585,0.824143199120497,Iceland
HCOV-19_JIANGXI_20200111_EPI_ISL_408486,0.82649743750849,Iceland
HCOV-19_TAIWAN_20200128_EPI_ISL_411927,0.827017068572971,Iceland
HCOV-19_POLAND_20200303_EPI_ISL_416488,0.827113343688893,Iceland
HCOV-19_USA_20200310_EPI_ISL_417958,0.827350969522777,Iceland
HCOV-19_CANADA_20200312_EPI_ISL_418329,0.827953311766681,Iceland
HCOV-19_ICELAND_20200313_EPI_ISL_417759,0.828059789797383,Iceland
HCOV-19_CANADA_20200320_EPI_ISL_418328,0.829076938262971,Iceland
HCOV-19_NETHERLANDS_20200309_EPI_ISL_415531,0.829139927489968,Iceland
HCOV-19_AUSTRALIA_20200317_EPI_ISL_417412,0.829649675277062,Iceland
HCOV-19_USA_20200324_EPI_ISL_418916,0.831250766668954,Iceland
HCOV-19_NETHERLANDS_20200310_EPI_ISL_415495,0.832888670725863,Iceland
HCOV-19_GERMANY_20200228_EPI_ISL_414509,0.834316993269436,Iceland
HCOV-19_GERMANY_20200227_EPI_ISL_414505,0.834333999047311,Iceland
HCOV-19_GERMANY_20200225_EPI_ISL_414497,0.836161061945269,Iceland
HCOV-19_NETHERLANDS_2020_EPI_ISL_415464,0.836243441208896,Iceland
HCOV-19_GERMANY_20200226_EPI_ISL_414499,0.837074630279284,Iceland
HCOV-19_BELGIUM_20200314_EPI_ISL_418625,0.837131338705673,Iceland
HCOV-19_ICELAND_20200313_EPI_ISL_417793,0.838073059427556,Iceland
HCOV-19_BELGIUM_20200310_EPI_ISL_418800,0.83820185198715,Iceland
HCOV-19_BELGIUM_20200301_EPI_ISL_418987,0.838588469862959,Iceland
HCOV-19_BRAZIL_20200303_EPI_ISL_416033,0.841694047606914,Iceland
HCOV-19_WALES_20200313_EPI_ISL_418110,0.841698179459115,Iceland
HCOV-19_WALES_20200312_EPI_ISL_415657,0.842053957232639,Iceland
HCOV-19_WALES_20200316_EPI_ISL_418159,0.842091711369089,Iceland
HCOV-19_WALES_20200315_EPI_ISL_418136,0.84259321719182,Iceland
HCOV-19_WALES_20200314_EPI_ISL_418147,0.843470706591551,Iceland
HCOV-19_WALES_20200316_EPI_ISL_418158,0.844185180069461,Iceland
HCOV-19_WALES_20200312_EPI_ISL_415920,0.844352366944012,Iceland
HCOV-19_WALES_20200314_EPI_ISL_418144,0.844535241711873,Iceland
HCOV-19_ENGLAND_20200317_EPI_ISL_418691,0.845461012550256,Iceland
HCOV-19_WUHAN_20200101_EPI_ISL_408514,0.846114000750948,Iceland
HCOV-19_WUHAN_20200101_EPI_ISL_408515,0.846562179282695,Iceland
HCOV-19_USA_20200227_EPI_ISL_413559,0.846746071611595,Iceland
HCOV-19_USA_20200227_EPI_ISL_413558,0.84775129263341,Iceland
HCOV-19_USA_20200223_EPI_ISL_412862,0.848169680898134,Iceland
HCOV-19_ZHEJIANG_20200116_EPI_ISL_404227,0.848239003643277,Iceland
HCOV-19_ICELAND_20200317_EPI_ISL_417576,0.849062596473353,Iceland
HCOV-19_ICELAND_20200316_EPI_ISL_417553,0.849216636429561,Iceland
HCOV-19_SHANGHAI_20200128_EPI_ISL_416320,0.849888057070851,Iceland
HCOV-19_USA_20200225_EPI_ISL_413619,0.849999069629113,Iceland
HCOV-19_GUANGDONG_20200122_EPI_ISL_406531,0.85003634778232,Iceland
HCOV-19_SHANGHAI_20200128_EPI_ISL_416321,0.850243566675889,Iceland
HCOV-19_GUANGDONG_20200117_EPI_ISL_403936,0.850714706923921,Iceland
HCOV-19_USA_20200129_EPI_ISL_408010,0.85237269152443,Iceland
HCOV-19_JIANGSU_20200124_EPI_ISL_411952,0.852773806949209,Iceland
HCOV-19_SHANGHAI_20200201_EPI_ISL_416336,0.854170507854322,Iceland
HCOV-19_USA_20200217_EPI_ISL_413615,0.854718492682246,Iceland
HCOV-19_JIANGSU_20200124_EPI_ISL_411953,0.85476924490331,Iceland
HCOV-19_USA_20200221_EPI_ISL_413609,0.855761278839189,Iceland
HCOV-19_USA_20200220_EPI_ISL_413617,0.85596546713244,Iceland
HCOV-19_USA_20200218_EPI_ISL_413620,0.857031942909937,Iceland
HCOV-19_TAIWAN_20200205_EPI_ISL_410218,0.857075389239184,Iceland
HCOV-19_HEFEI_20200223_EPI_ISL_412026,0.857171359519722,Iceland
