Sample	Lineage
HCOV-19_USA_20200318_EPI_ISL_421412	B.1
HCOV-19_USA_20200318_EPI_ISL_421414	B.1
HCOV-19_USA_20200318_EPI_ISL_421419	B.1
HCOV-19_USA_20200318_EPI_ISL_421420	B.1
HCOV-19_USA_20200318_EPI_ISL_421431	B.1
HCOV-19_USA_20200318_EPI_ISL_421435	B.1
HCOV-19_USA_20200318_EPI_ISL_421551	B.1
HCOV-19_USA_20200318_EPI_ISL_421577	B.1
HCOV-19_USA_20200318_EPI_ISL_421581	B.1
HCOV-19_USA_20200318_EPI_ISL_421582	B.1
HCOV-19_USA_20200318_EPI_ISL_421584	B.1
HCOV-19_USA_20200318_EPI_ISL_421585	B.1
HCOV-19_USA_20200318_EPI_ISL_421587	B.1
HCOV-19_USA_20200318_EPI_ISL_421589	B.1
HCOV-19_USA_20200318_EPI_ISL_421592	B.1
HCOV-19_USA_20200318_EPI_ISL_421630	B.1
HCOV-19_USA_20200318_EPI_ISL_421631	B.1
HCOV-19_USA_20200318_EPI_ISL_421706	B.1
HCOV-19_USA_20200318_EPI_ISL_421711	B.2
HCOV-19_USA_20200318_EPI_ISL_421722	B.1
HCOV-19_USA_20200318_EPI_ISL_421726	B.1
HCOV-19_USA_20200318_EPI_ISL_421728	B.1
HCOV-19_USA_20200318_EPI_ISL_421729	B.1
HCOV-19_USA_20200318_EPI_ISL_421730	B.1
HCOV-19_USA_20200318_EPI_ISL_421731	B.1
HCOV-19_USA_20200318_EPI_ISL_422988	A.1
HCOV-19_USA_20200318_EPI_ISL_422993	A.1
HCOV-19_USA_20200318_EPI_ISL_423025	A.1
HCOV-19_USA_20200318_EPI_ISL_423026	B.1
HCOV-19_USA_20200318_EPI_ISL_423028	B.1
HCOV-19_USA_20200318_EPI_ISL_423030	B.1
HCOV-19_USA_20200318_EPI_ISL_423032	B.1
HCOV-19_USA_20200318_EPI_ISL_424180	A.1
HCOV-19_USA_20200318_EPI_ISL_426507	B.1
HCOV-19_USA_20200318_EPI_ISL_426509	B.1
HCOV-19_USA_20200318_EPI_ISL_427281	B.1
HCOV-19_USA_20200318_EPI_ISL_427516	B.1
HCOV-19_USA_20200318_EPI_ISL_427518	B.1
HCOV-19_USA_20200318_EPI_ISL_427519	B.1
HCOV-19_USA_20200318_EPI_ISL_429007	B.11
HCOV-19_USA_20200318_EPI_ISL_430204	A.1
HCOV-19_USA_20200318_EPI_ISL_434780	B.1
HCOV-19_USA_20200318_EPI_ISL_434783	B.2
HCOV-19_USA_20200319_EPI_ISL_417971	B.1
HCOV-19_USA_20200319_EPI_ISL_417976	B.1
HCOV-19_USA_20200319_EPI_ISL_420298	B.2
HCOV-19_USA_20200319_EPI_ISL_421281	B.1
HCOV-19_USA_20200319_EPI_ISL_421301	B.2
HCOV-19_USA_20200319_EPI_ISL_421305	B.11
HCOV-19_USA_20200319_EPI_ISL_421318	B.1
HCOV-19_USA_20200319_EPI_ISL_421386	B.1
HCOV-19_USA_20200319_EPI_ISL_421552	A.1
HCOV-19_USA_20200319_EPI_ISL_422491	B.1
HCOV-19_USA_20200319_EPI_ISL_422497	B.1
HCOV-19_USA_20200319_EPI_ISL_422500	B.1
HCOV-19_USA_20200319_EPI_ISL_422503	B.1
HCOV-19_USA_20200319_EPI_ISL_422504	B.1
HCOV-19_USA_20200319_EPI_ISL_422505	B.1
HCOV-19_USA_20200319_EPI_ISL_422506	B.1
HCOV-19_USA_20200319_EPI_ISL_422537	B.1
HCOV-19_USA_20200319_EPI_ISL_422546	B.1
HCOV-19_USA_20200319_EPI_ISL_423001	B.1
HCOV-19_USA_20200319_EPI_ISL_423003	A.1
HCOV-19_USA_20200319_EPI_ISL_423005	A.1
HCOV-19_USA_20200319_EPI_ISL_423007	A.1
HCOV-19_USA_20200319_EPI_ISL_423011	B.1
HCOV-19_USA_20200319_EPI_ISL_423012	A.1
HCOV-19_USA_20200319_EPI_ISL_423013	B.1
HCOV-19_USA_20200319_EPI_ISL_423015	B.1
HCOV-19_USA_20200319_EPI_ISL_424170	B.1
HCOV-19_USA_20200319_EPI_ISL_424212	B.1
HCOV-19_USA_20200319_EPI_ISL_424250	A.1
HCOV-19_USA_20200319_EPI_ISL_426315	B.1
HCOV-19_USA_20200319_EPI_ISL_426436	A.1
HCOV-19_USA_20200319_EPI_ISL_426444	A.1
HCOV-19_USA_20200319_EPI_ISL_426511	B.1
HCOV-19_USA_20200319_EPI_ISL_426525	B.1
HCOV-19_USA_20200319_EPI_ISL_428268	B.11
HCOV-19_USA_20200319_EPI_ISL_430210	A.1
HCOV-19_USA_20200319_EPI_ISL_430248	A.1
HCOV-19_USA_20200319_EPI_ISL_430262	A.1
HCOV-19_USA_20200319_EPI_ISL_434586	B.1
HCOV-19_USA_20200319_EPI_ISL_434638	B.1
HCOV-19_USA_20200319_EPI_ISL_434785	B.1
HCOV-19_USA_20200319_EPI_ISL_434788	A.3
HCOV-19_USA_20200319_EPI_ISL_434803	B.1
HCOV-19_USA_20200319_EPI_ISL_434805	B.1
HCOV-19_USA_20200320_EPI_ISL_417028	A.1
HCOV-19_USA_20200320_EPI_ISL_420629	B.1
HCOV-19_USA_20200320_EPI_ISL_421312	B.1
HCOV-19_USA_20200320_EPI_ISL_421613	B.2
HCOV-19_USA_20200320_EPI_ISL_421614	B.2
HCOV-19_USA_20200320_EPI_ISL_421615	B.1
HCOV-19_USA_20200320_EPI_ISL_421621	B.1
HCOV-19_USA_20200320_EPI_ISL_421623	B.1
HCOV-19_USA_20200320_EPI_ISL_422507	B.1
HCOV-19_USA_20200320_EPI_ISL_422508	B.1
HCOV-19_USA_20200320_EPI_ISL_422511	B.1
HCOV-19_USA_20200320_EPI_ISL_422516	B.1
HCOV-19_USA_20200320_EPI_ISL_422544	B.1
HCOV-19_USA_20200320_EPI_ISL_422548	B.1
HCOV-19_USA_20200320_EPI_ISL_422550	B.1
HCOV-19_USA_20200320_EPI_ISL_422552	B.1
HCOV-19_USA_20200320_EPI_ISL_424186	B.1
HCOV-19_USA_20200320_EPI_ISL_424187	B.1
HCOV-19_USA_20200320_EPI_ISL_424192	B.2
HCOV-19_USA_20200320_EPI_ISL_424194	B.1
HCOV-19_USA_20200320_EPI_ISL_424196	A.1
HCOV-19_USA_20200320_EPI_ISL_424203	B.1
HCOV-19_USA_20200320_EPI_ISL_424204	B.1
HCOV-19_USA_20200320_EPI_ISL_424207	B.1
HCOV-19_USA_20200320_EPI_ISL_424208	B.1
HCOV-19_USA_20200320_EPI_ISL_424209	A.1
HCOV-19_USA_20200320_EPI_ISL_424210	A.1
HCOV-19_USA_20200320_EPI_ISL_424213	A.1
HCOV-19_USA_20200320_EPI_ISL_424215	B.1
HCOV-19_USA_20200320_EPI_ISL_424218	A.1
HCOV-19_USA_20200320_EPI_ISL_424249	A.1
HCOV-19_USA_20200320_EPI_ISL_426320	B.1
HCOV-19_USA_20200320_EPI_ISL_426520	B.1
HCOV-19_USA_20200320_EPI_ISL_426523	B.1
HCOV-19_USA_20200320_EPI_ISL_426542	B.1
HCOV-19_USA_20200320_EPI_ISL_426544	B.1
HCOV-19_USA_20200320_EPI_ISL_427273	B.1
HCOV-19_USA_20200320_EPI_ISL_427274	B.1
HCOV-19_USA_20200320_EPI_ISL_427275	B.1
HCOV-19_USA_20200320_EPI_ISL_427276	B.1
HCOV-19_USA_20200320_EPI_ISL_427277	B.1
HCOV-19_USA_20200320_EPI_ISL_428271	B.11
HCOV-19_USA_20200320_EPI_ISL_428272	B.1
HCOV-19_USA_20200320_EPI_ISL_428273	B.17
HCOV-19_USA_20200320_EPI_ISL_428274	B.11
HCOV-19_USA_20200320_EPI_ISL_430220	B.1
HCOV-19_USA_20200320_EPI_ISL_430225	A.1
HCOV-19_USA_20200320_EPI_ISL_430227	B.1
HCOV-19_USA_20200320_EPI_ISL_430229	B.1
HCOV-19_USA_20200320_EPI_ISL_430232	A.1
HCOV-19_USA_20200320_EPI_ISL_430235	B.1
HCOV-19_USA_20200320_EPI_ISL_430241	B.1
HCOV-19_USA_20200320_EPI_ISL_430252	B.1
HCOV-19_USA_20200320_EPI_ISL_430253	A.1
HCOV-19_USA_20200320_EPI_ISL_430257	A.1
HCOV-19_USA_20200320_EPI_ISL_430265	A.1
HCOV-19_USA_20200320_EPI_ISL_430269	B.1
HCOV-19_USA_20200320_EPI_ISL_434685	B.1
HCOV-19_USA_20200320_EPI_ISL_434686	A.3
HCOV-19_USA_20200320_EPI_ISL_434807	B.1
HCOV-19_USA_20200320_EPI_ISL_434821	B.1
HCOV-19_USA_20200320_EPI_ISL_434824	B.1
HCOV-19_USA_20200321_EPI_ISL_417200	A.4
HCOV-19_USA_20200321_EPI_ISL_417201	A.4
HCOV-19_USA_20200321_EPI_ISL_417202	B.1
HCOV-19_USA_20200321_EPI_ISL_417203	A.1
HCOV-19_USA_20200321_EPI_ISL_417204	B.1
HCOV-19_USA_20200321_EPI_ISL_421594	B.1
HCOV-19_USA_20200321_EPI_ISL_421599	B.1
HCOV-19_USA_20200321_EPI_ISL_421600	B.1
HCOV-19_USA_20200321_EPI_ISL_421603	B.1
HCOV-19_USA_20200321_EPI_ISL_421607	B.1
HCOV-19_USA_20200321_EPI_ISL_422523	A
HCOV-19_USA_20200321_EPI_ISL_422556	B.1
HCOV-19_USA_20200321_EPI_ISL_422557	B.1
HCOV-19_USA_20200321_EPI_ISL_424195	B.1
HCOV-19_USA_20200321_EPI_ISL_424223	A.1
HCOV-19_USA_20200321_EPI_ISL_424224	B.2
HCOV-19_USA_20200321_EPI_ISL_424225	B.1
HCOV-19_USA_20200321_EPI_ISL_424229	B.1
HCOV-19_USA_20200321_EPI_ISL_424232	A.1
HCOV-19_USA_20200321_EPI_ISL_424233	B.1
HCOV-19_USA_20200321_EPI_ISL_424234	B.1
HCOV-19_USA_20200321_EPI_ISL_424235	B.1
HCOV-19_USA_20200321_EPI_ISL_424241	A.1
HCOV-19_USA_20200321_EPI_ISL_424242	B.1
HCOV-19_USA_20200321_EPI_ISL_424253	B.1
HCOV-19_USA_20200321_EPI_ISL_424346	B.2
HCOV-19_USA_20200321_EPI_ISL_426057	B.1
HCOV-19_USA_20200321_EPI_ISL_427279	B.1
HCOV-19_USA_20200321_EPI_ISL_427280	A.1
HCOV-19_USA_20200321_EPI_ISL_428275	B.11
HCOV-19_USA_20200321_EPI_ISL_429990	B.1
HCOV-19_USA_20200321_EPI_ISL_430137	A.1
HCOV-19_USA_20200321_EPI_ISL_430264	B.1
HCOV-19_USA_20200321_EPI_ISL_434682	B.1
HCOV-19_USA_20200321_EPI_ISL_434834	B.1
HCOV-19_USA_20200321_EPI_ISL_435671	B.11
HCOV-19_USA_20200322_EPI_ISL_420022	B.1
HCOV-19_USA_20200322_EPI_ISL_421295	B.1
HCOV-19_USA_20200322_EPI_ISL_421297	A.1
HCOV-19_USA_20200322_EPI_ISL_421303	B.1
HCOV-19_USA_20200322_EPI_ISL_421323	B.1
HCOV-19_USA_20200322_EPI_ISL_422519	B.1
HCOV-19_USA_20200322_EPI_ISL_422522	B.2
HCOV-19_USA_20200322_EPI_ISL_422530	B.1
HCOV-19_USA_20200322_EPI_ISL_422555	B.1
HCOV-19_USA_20200322_EPI_ISL_422559	B.1
HCOV-19_USA_20200322_EPI_ISL_422560	B.1
HCOV-19_USA_20200322_EPI_ISL_422562	B.1
HCOV-19_USA_20200322_EPI_ISL_424244	B.1
HCOV-19_USA_20200322_EPI_ISL_424256	B.1
HCOV-19_USA_20200322_EPI_ISL_424257	B.1
HCOV-19_USA_20200322_EPI_ISL_424260	B.1
HCOV-19_USA_20200322_EPI_ISL_424264	A.1
HCOV-19_USA_20200322_EPI_ISL_424269	A.1
HCOV-19_USA_20200322_EPI_ISL_424270	B.1
HCOV-19_USA_20200322_EPI_ISL_424276	A.1
HCOV-19_USA_20200322_EPI_ISL_424318	B.1
HCOV-19_USA_20200322_EPI_ISL_424332	B.1
HCOV-19_USA_20200322_EPI_ISL_426295	B.1
HCOV-19_USA_20200322_EPI_ISL_427278	B.1
HCOV-19_USA_20200322_EPI_ISL_427282	B.1
HCOV-19_USA_20200322_EPI_ISL_427283	B.1
HCOV-19_USA_20200322_EPI_ISL_427284	B.1
HCOV-19_USA_20200322_EPI_ISL_427285	B
HCOV-19_USA_20200322_EPI_ISL_428279	B.11
HCOV-19_USA_20200322_EPI_ISL_428280	A.3
HCOV-19_USA_20200322_EPI_ISL_434691	B.2
HCOV-19_USA_20200322_EPI_ISL_434844	A.1
HCOV-19_USA_20200322_EPI_ISL_434846	B.1
HCOV-19_USA_20200322_EPI_ISL_434849	A.3
HCOV-19_USA_20200322_EPI_ISL_434850	B.1
HCOV-19_USA_20200322_EPI_ISL_434851	B.1
HCOV-19_USA_20200322_EPI_ISL_434852	B.1
HCOV-19_USA_20200323_EPI_ISL_418187	A.1
HCOV-19_USA_20200323_EPI_ISL_418188	B.1
HCOV-19_USA_20200323_EPI_ISL_421283	B.2
HCOV-19_USA_20200323_EPI_ISL_421313	B.11
HCOV-19_USA_20200323_EPI_ISL_421316	B.1
HCOV-19_USA_20200323_EPI_ISL_421338	B.1
HCOV-19_USA_20200323_EPI_ISL_424252	A.1
HCOV-19_USA_20200323_EPI_ISL_424278	B.1
HCOV-19_USA_20200323_EPI_ISL_424280	B.4
HCOV-19_USA_20200323_EPI_ISL_424284	A.1
HCOV-19_USA_20200323_EPI_ISL_424287	A.1
HCOV-19_USA_20200323_EPI_ISL_424294	B.1
HCOV-19_USA_20200323_EPI_ISL_424296	A.1
HCOV-19_USA_20200323_EPI_ISL_424297	A.1
HCOV-19_USA_20200323_EPI_ISL_424298	A.1
HCOV-19_USA_20200323_EPI_ISL_424307	B.1
HCOV-19_USA_20200323_EPI_ISL_424330	B.1
HCOV-19_USA_20200323_EPI_ISL_426061	B.1
HCOV-19_USA_20200323_EPI_ISL_426063	B.1
HCOV-19_USA_20200323_EPI_ISL_426078	B.1
HCOV-19_USA_20200323_EPI_ISL_426133	A.1
HCOV-19_USA_20200323_EPI_ISL_426454	B.1
HCOV-19_USA_20200323_EPI_ISL_426526	B.1
HCOV-19_USA_20200323_EPI_ISL_427286	B.1
HCOV-19_USA_20200323_EPI_ISL_427287	B.1
HCOV-19_USA_20200323_EPI_ISL_428285	A.3
HCOV-19_USA_20200323_EPI_ISL_428286	B.1
HCOV-19_USA_20200323_EPI_ISL_428287	B.17
HCOV-19_USA_20200323_EPI_ISL_428303	B.17
HCOV-19_USA_20200323_EPI_ISL_429016	B.1
HCOV-19_USA_20200323_EPI_ISL_429022	B.1
HCOV-19_USA_20200323_EPI_ISL_429034	B.11
HCOV-19_USA_20200323_EPI_ISL_429038	B.1
HCOV-19_USA_20200323_EPI_ISL_429042	B.1
HCOV-19_USA_20200323_EPI_ISL_430143	B.1
HCOV-19_USA_20200323_EPI_ISL_430228	A.1
HCOV-19_USA_20200323_EPI_ISL_430792	B.11
HCOV-19_USA_20200323_EPI_ISL_434267	B.1
HCOV-19_USA_20200323_EPI_ISL_434297	B.6
HCOV-19_USA_20200323_EPI_ISL_434299	A.1
HCOV-19_USA_20200323_EPI_ISL_434854	A.3
HCOV-19_USA_20200323_EPI_ISL_434855	A.3
HCOV-19_USA_20200323_EPI_ISL_434858	B.1
HCOV-19_USA_20200323_EPI_ISL_434859	B.1
HCOV-19_USA_20200323_EPI_ISL_434864	B.1
HCOV-19_USA_20200323_EPI_ISL_434865	B.1
HCOV-19_USA_20200323_EPI_ISL_434867	A.3
HCOV-19_USA_20200323_EPI_ISL_434868	B.1
HCOV-19_USA_20200324_EPI_ISL_418891	B.2
HCOV-19_USA_20200324_EPI_ISL_421293	B.1
HCOV-19_USA_20200324_EPI_ISL_421317	A.1
HCOV-19_USA_20200324_EPI_ISL_421324	A.4
HCOV-19_USA_20200324_EPI_ISL_421336	B.1
HCOV-19_USA_20200324_EPI_ISL_421343	B.1
HCOV-19_USA_20200324_EPI_ISL_424301	B.4
HCOV-19_USA_20200324_EPI_ISL_424304	B.1
HCOV-19_USA_20200324_EPI_ISL_424309	B.1
HCOV-19_USA_20200324_EPI_ISL_424311	B.1
HCOV-19_USA_20200324_EPI_ISL_424314	B.1
HCOV-19_USA_20200324_EPI_ISL_424316	B.1
HCOV-19_USA_20200324_EPI_ISL_424323	A.1
HCOV-19_USA_20200324_EPI_ISL_424325	B.1
HCOV-19_USA_20200324_EPI_ISL_424333	B.1
HCOV-19_USA_20200324_EPI_ISL_424336	A.1
HCOV-19_USA_20200324_EPI_ISL_424338	A.1
HCOV-19_USA_20200324_EPI_ISL_424339	B.1
HCOV-19_USA_20200324_EPI_ISL_426087	B.1
HCOV-19_USA_20200324_EPI_ISL_426089	B.1
HCOV-19_USA_20200324_EPI_ISL_426106	B.1
HCOV-19_USA_20200324_EPI_ISL_426123	B.1
HCOV-19_USA_20200324_EPI_ISL_426130	A.1
HCOV-19_USA_20200324_EPI_ISL_426485	B.1
HCOV-19_USA_20200324_EPI_ISL_426543	B.1
HCOV-19_USA_20200324_EPI_ISL_428291	B.1
HCOV-19_USA_20200324_EPI_ISL_428295	B.11
HCOV-19_USA_20200324_EPI_ISL_428296	B.1
HCOV-19_USA_20200324_EPI_ISL_428306	B.11
HCOV-19_USA_20200324_EPI_ISL_430016	B.11
HCOV-19_USA_20200324_EPI_ISL_431017	B.1
HCOV-19_USA_20200324_EPI_ISL_434271	B.1
HCOV-19_USA_20200324_EPI_ISL_434289	A.1
HCOV-19_USA_20200324_EPI_ISL_434296	B.1
HCOV-19_USA_20200324_EPI_ISL_434310	B.1
HCOV-19_USA_20200324_EPI_ISL_434322	B.1
HCOV-19_USA_20200324_EPI_ISL_434339	A.1
HCOV-19_USA_20200324_EPI_ISL_434873	A.3
HCOV-19_USA_20200324_EPI_ISL_434877	B.1
HCOV-19_USA_20200324_EPI_ISL_434878	B.1
HCOV-19_USA_20200324_EPI_ISL_434885	B.1
HCOV-19_USA_20200324_EPI_ISL_434887	A.3
HCOV-19_USA_20200324_EPI_ISL_434888	B.1
HCOV-19_USA_20200324_EPI_ISL_434891	A.3
HCOV-19_USA_20200325_EPI_ISL_420023	B.1
HCOV-19_USA_20200325_EPI_ISL_421286	A.3
HCOV-19_USA_20200325_EPI_ISL_421306	B.1
HCOV-19_USA_20200325_EPI_ISL_421308	A.4
HCOV-19_USA_20200325_EPI_ISL_421320	B.1
HCOV-19_USA_20200325_EPI_ISL_421342	B.1
HCOV-19_USA_20200325_EPI_ISL_425175	B.1
HCOV-19_USA_20200325_EPI_ISL_426083	B.1
HCOV-19_USA_20200325_EPI_ISL_426086	B.1
HCOV-19_USA_20200325_EPI_ISL_426090	B.1
HCOV-19_USA_20200325_EPI_ISL_426095	B.1
HCOV-19_USA_20200325_EPI_ISL_426097	B.1
HCOV-19_USA_20200325_EPI_ISL_426101	B.1
HCOV-19_USA_20200325_EPI_ISL_426113	B.1
HCOV-19_USA_20200325_EPI_ISL_426120	A.1
HCOV-19_USA_20200325_EPI_ISL_426536	B.1
HCOV-19_USA_20200325_EPI_ISL_427161	B.2
HCOV-19_USA_20200325_EPI_ISL_427183	B.1
HCOV-19_USA_20200325_EPI_ISL_427184	B.1
HCOV-19_USA_20200325_EPI_ISL_427200	B.1
HCOV-19_USA_20200325_EPI_ISL_427621	B.1
HCOV-19_USA_20200325_EPI_ISL_428252	B.1
HCOV-19_USA_20200325_EPI_ISL_428298	B.11
HCOV-19_USA_20200325_EPI_ISL_428299	B.11
HCOV-19_USA_20200325_EPI_ISL_428300	B.1
HCOV-19_USA_20200325_EPI_ISL_428302	B.11
HCOV-19_USA_20200325_EPI_ISL_428308	B.11
HCOV-19_USA_20200325_EPI_ISL_428309	B.11
HCOV-19_USA_20200325_EPI_ISL_428312	B.11
HCOV-19_USA_20200325_EPI_ISL_428313	B.11
HCOV-19_USA_20200325_EPI_ISL_428317	B.11
HCOV-19_USA_20200325_EPI_ISL_429001	B.11
HCOV-19_USA_20200325_EPI_ISL_429012	B.3
HCOV-19_USA_20200325_EPI_ISL_429017	B.1
HCOV-19_USA_20200325_EPI_ISL_429037	B.1
HCOV-19_USA_20200325_EPI_ISL_429618	B.1
HCOV-19_USA_20200325_EPI_ISL_430154	B.1
HCOV-19_USA_20200325_EPI_ISL_434113	A.1
HCOV-19_USA_20200325_EPI_ISL_434119	A.1
HCOV-19_USA_20200325_EPI_ISL_434178	A.1
HCOV-19_USA_20200325_EPI_ISL_434270	A.1
HCOV-19_USA_20200325_EPI_ISL_434294	B.1
HCOV-19_USA_20200325_EPI_ISL_434295	B.1
HCOV-19_USA_20200325_EPI_ISL_434304	A.1
HCOV-19_USA_20200325_EPI_ISL_434340	B.1
HCOV-19_USA_20200325_EPI_ISL_434958	B.1
HCOV-19_USA_20200325_EPI_ISL_434962	B.1
HCOV-19_USA_20200326_EPI_ISL_421288	B.1
HCOV-19_USA_20200326_EPI_ISL_421292	A.4
HCOV-19_USA_20200326_EPI_ISL_421333	B.1
HCOV-19_USA_20200326_EPI_ISL_426307	B.11
HCOV-19_USA_20200326_EPI_ISL_426546	B.1
HCOV-19_USA_20200326_EPI_ISL_426549	B.1
HCOV-19_USA_20200326_EPI_ISL_426554	B.1
HCOV-19_USA_20200326_EPI_ISL_427177	A.1
HCOV-19_USA_20200326_EPI_ISL_427180	B.1
HCOV-19_USA_20200326_EPI_ISL_427181	B.1
HCOV-19_USA_20200326_EPI_ISL_427182	A.1
HCOV-19_USA_20200326_EPI_ISL_427187	A.1
HCOV-19_USA_20200326_EPI_ISL_427188	B.1
HCOV-19_USA_20200326_EPI_ISL_427189	B.1
HCOV-19_USA_20200326_EPI_ISL_427190	A.3
HCOV-19_USA_20200326_EPI_ISL_427194	B.1
HCOV-19_USA_20200326_EPI_ISL_427196	B.1
HCOV-19_USA_20200326_EPI_ISL_427198	B.1
HCOV-19_USA_20200326_EPI_ISL_428322	B.1
HCOV-19_USA_20200326_EPI_ISL_428323	B.17
HCOV-19_USA_20200326_EPI_ISL_428324	B.11
HCOV-19_USA_20200326_EPI_ISL_428325	B.11
HCOV-19_USA_20200326_EPI_ISL_428326	B.1
HCOV-19_USA_20200326_EPI_ISL_428327	B.11
HCOV-19_USA_20200326_EPI_ISL_428330	B.11
HCOV-19_USA_20200326_EPI_ISL_429612	A.1
HCOV-19_USA_20200326_EPI_ISL_429969	B.1
HCOV-19_USA_20200326_EPI_ISL_434122	B.1
HCOV-19_USA_20200326_EPI_ISL_434123	B.1
HCOV-19_USA_20200326_EPI_ISL_434137	A.1
HCOV-19_USA_20200326_EPI_ISL_434146	A.1
HCOV-19_USA_20200326_EPI_ISL_434164	B.1
HCOV-19_USA_20200326_EPI_ISL_434283	B.1
HCOV-19_USA_20200326_EPI_ISL_434607	B.1
HCOV-19_USA_20200326_EPI_ISL_434892	A.3
HCOV-19_USA_20200326_EPI_ISL_434893	B.1
HCOV-19_USA_20200326_EPI_ISL_434896	A.3
HCOV-19_USA_20200326_EPI_ISL_434897	A.3
HCOV-19_USA_20200326_EPI_ISL_434899	B.1
HCOV-19_USA_20200326_EPI_ISL_434900	B.1
HCOV-19_USA_20200326_EPI_ISL_434901	B.1
HCOV-19_USA_20200327_EPI_ISL_420024	B.1
HCOV-19_USA_20200327_EPI_ISL_426068	B.1
HCOV-19_USA_20200327_EPI_ISL_426073	B.1
HCOV-19_USA_20200327_EPI_ISL_426321	B.1
HCOV-19_USA_20200327_EPI_ISL_426461	B.1
HCOV-19_USA_20200327_EPI_ISL_426534	A.3
HCOV-19_USA_20200327_EPI_ISL_427178	A.1
HCOV-19_USA_20200327_EPI_ISL_427204	A.1
HCOV-19_USA_20200327_EPI_ISL_427206	A.1
HCOV-19_USA_20200327_EPI_ISL_427208	A.1
HCOV-19_USA_20200327_EPI_ISL_427209	B.1
HCOV-19_USA_20200327_EPI_ISL_427211	B.1
HCOV-19_USA_20200327_EPI_ISL_427212	B.1
HCOV-19_USA_20200327_EPI_ISL_427218	A.1
HCOV-19_USA_20200327_EPI_ISL_428332	B.11
HCOV-19_USA_20200327_EPI_ISL_428333	B.17
HCOV-19_USA_20200327_EPI_ISL_428335	B.1
HCOV-19_USA_20200327_EPI_ISL_428337	B.11
HCOV-19_USA_20200327_EPI_ISL_429622	B.1
HCOV-19_USA_20200327_EPI_ISL_429625	B.1
HCOV-19_USA_20200327_EPI_ISL_431019	B.1
HCOV-19_USA_20200327_EPI_ISL_434136	A.1
HCOV-19_USA_20200327_EPI_ISL_434139	B.1
HCOV-19_USA_20200327_EPI_ISL_434143	A.1
HCOV-19_USA_20200327_EPI_ISL_434144	B.1
HCOV-19_USA_20200327_EPI_ISL_434148	B.1
HCOV-19_USA_20200327_EPI_ISL_434150	B.1
HCOV-19_USA_20200327_EPI_ISL_434319	B.1
HCOV-19_USA_20200327_EPI_ISL_434637	A.3
HCOV-19_USA_20200327_EPI_ISL_434903	B.1
HCOV-19_USA_20200327_EPI_ISL_434904	A.3
HCOV-19_USA_20200327_EPI_ISL_434906	B.1
HCOV-19_USA_20200327_EPI_ISL_434911	B.1
HCOV-19_USA_20200327_EPI_ISL_434912	B.1
HCOV-19_USA_20200327_EPI_ISL_434914	B.1
HCOV-19_USA_20200327_EPI_ISL_434915	B.1
HCOV-19_USA_20200327_EPI_ISL_434917	B.1
HCOV-19_USA_20200327_EPI_ISL_434918	B.1
HCOV-19_USA_20200327_EPI_ISL_434919	B.1
HCOV-19_USA_20200327_EPI_ISL_434920	B.1
HCOV-19_USA_20200327_EPI_ISL_434935	B.1
HCOV-19_USA_20200327_EPI_ISL_434945	B.1
HCOV-19_USA_20200327_EPI_ISL_434961	A.3
HCOV-19_USA_20200327_EPI_ISL_434978	A.3
HCOV-19_USA_20200328_EPI_ISL_426069	B.1
HCOV-19_USA_20200328_EPI_ISL_426299	B.1
HCOV-19_USA_20200328_EPI_ISL_426305	B.1
HCOV-19_USA_20200328_EPI_ISL_426459	B.2
HCOV-19_USA_20200328_EPI_ISL_427229	B.1
HCOV-19_USA_20200328_EPI_ISL_427232	B.1
HCOV-19_USA_20200328_EPI_ISL_427235	B.1
HCOV-19_USA_20200328_EPI_ISL_428331	A.3
HCOV-19_USA_20200328_EPI_ISL_428341	A.3
HCOV-19_USA_20200328_EPI_ISL_428343	B.11
HCOV-19_USA_20200328_EPI_ISL_428344	B.1
HCOV-19_USA_20200328_EPI_ISL_428996	B.1
HCOV-19_USA_20200328_EPI_ISL_429002	B.1
HCOV-19_USA_20200328_EPI_ISL_429004	B.1
HCOV-19_USA_20200328_EPI_ISL_429006	B.11
HCOV-19_USA_20200328_EPI_ISL_429008	A.1
HCOV-19_USA_20200328_EPI_ISL_429010	A.1
HCOV-19_USA_20200328_EPI_ISL_429013	B.1
HCOV-19_USA_20200328_EPI_ISL_429015	B.1
HCOV-19_USA_20200328_EPI_ISL_429019	A.1
HCOV-19_USA_20200328_EPI_ISL_429030	B.1
HCOV-19_USA_20200328_EPI_ISL_429036	B.11
HCOV-19_USA_20200328_EPI_ISL_429041	A.1
HCOV-19_USA_20200328_EPI_ISL_429617	B.1
HCOV-19_USA_20200328_EPI_ISL_429972	B.1
HCOV-19_USA_20200328_EPI_ISL_430791	B.11
HCOV-19_USA_20200328_EPI_ISL_430952	B.1
HCOV-19_USA_20200328_EPI_ISL_434067	A.1
HCOV-19_USA_20200328_EPI_ISL_434130	B.1
HCOV-19_USA_20200328_EPI_ISL_434145	A.1
HCOV-19_USA_20200328_EPI_ISL_434153	A.1
HCOV-19_USA_20200328_EPI_ISL_434179	A.1
HCOV-19_USA_20200328_EPI_ISL_434184	A.1
HCOV-19_USA_20200328_EPI_ISL_434193	A.1
HCOV-19_USA_20200328_EPI_ISL_434337	A.1
HCOV-19_USA_20200328_EPI_ISL_434922	B.1
